MaThuoc,TenThuoc,TenThuocKhongDau,DonVi,DonGia
T02079,Diazepam 5 mg (Viên nén - Lot 914),Diazepam 5 mg (Vien nen - Lot 914),Tuýp,284530
T02080,Aspirin 10 mg (Viên nén - Lot 660),Aspirin 10 mg (Vien nen - Lot 660),Chai,368760
T02081,Chống Viêm 500 mg (Viên nén - Lot 154),Chong Viem 500 mg (Vien nen - Lot 154),Tuýp,33210
T02082,Amoxicillin 250 mg (Stada - Lot 374),Amoxicillin 250 mg (Stada - Lot 374),Chai,381890
T02083,Levothyroxine 250 mg (Mekophar - Lot 425),Levothyroxine 250 mg (Mekophar - Lot 425),Gói,139960
T02084,Doxycycline 5 mg (Stada - Lot 600),Doxycycline 5 mg (Stada - Lot 600),Tuýp,312380
T02085,Omeprazole 5 mg (Domesco - Lot 588),Omeprazole 5 mg (Domesco - Lot 588),Ống tiêm,36340
T02086,Diclofenac 100 mg (Stada - Lot 969),Diclofenac 100 mg (Stada - Lot 969),Ống tiêm,257530
T02087,Amoxicillin 250 mg (Viên nén - Lot 889),Amoxicillin 250 mg (Vien nen - Lot 889),Viên nén,72980
T02088,Furosemide 500 mg (Viên nén - Lot 595),Furosemide 500 mg (Vien nen - Lot 595),Gói,308690
T02089,Losartan 500 mg (Domesco - Lot 476),Losartan 500 mg (Domesco - Lot 476),Viên nén,438620
T02090,Furosemide 250 mg (Stada - Lot 642),Furosemide 250 mg (Stada - Lot 642),Viên nang,167600
T02091,Losartan 5 mg (Viên nén - Lot 902),Losartan 5 mg (Vien nen - Lot 902),Hộp,122400
T02092,Omeprazole 5 ml (Domesco - Lot 199),Omeprazole 5 ml (Domesco - Lot 199),Gói,129930
T02093,Vitamin C 1000 IU (Domesco - Lot 145),Vitamin C 1000 IU (Domesco - Lot 145),Ống tiêm,492400
T02094,Metformin 5 mg (Domesco - Lot 885),Metformin 5 mg (Domesco - Lot 885),Hộp,351200
T02095,Captopril 500 mg (Domesco - Lot 812),Captopril 500 mg (Domesco - Lot 812),Chai,352480
T02096,Furosemide 250 mg (Mekophar - Lot 979),Furosemide 250 mg (Mekophar - Lot 979),Ống tiêm,149540
T02097,Giảm Đau 5 ml (Domesco - Lot 156),Giam Dau 5 ml (Domesco - Lot 156),Tuýp,435590
T02098,Pantoprazole 500 mg (Mekophar - Lot 841),Pantoprazole 500 mg (Mekophar - Lot 841),Hộp,21580
T02099,Captopril 500 mg (Viên nén - Lot 547),Captopril 500 mg (Vien nen - Lot 547),Gói,392250
T02100,Amoxicillin 5 ml (Domesco - Lot 800),Amoxicillin 5 ml (Domesco - Lot 800),Hộp,478200
T02101,Vitamin C 250 mg (Domesco - Lot 709),Vitamin C 250 mg (Domesco - Lot 709),Viên nang,328640
T02102,Omeprazole 1000 IU (Viên nén - Lot 608),Omeprazole 1000 IU (Vien nen - Lot 608),Viên nang,229550
T02103,Pantoprazole 250 mg (Domesco - Lot 649),Pantoprazole 250 mg (Domesco - Lot 649),Viên nén,217000
T02104,Loratadine 100 mg (Stada - Lot 831),Loratadine 100 mg (Stada - Lot 831),Gói,376840
T02105,Cefuroxim 10 mg (Stada - Lot 494),Cefuroxim 10 mg (Stada - Lot 494),Hộp,169120
T02106,Captopril 5 ml (Mekophar - Lot 363),Captopril 5 ml (Mekophar - Lot 363),Chai,21870
T02107,Giảm Đau 5 ml (Viên nén - Lot 727),Giam Dau 5 ml (Vien nen - Lot 727),Viên nang,183850
T02108,Chống Viêm 250 mg (Domesco - Lot 504),Chong Viem 250 mg (Domesco - Lot 504),Viên nén,397140
T02109,Paracetamol 250 mg (Domesco - Lot 603),Paracetamol 250 mg (Domesco - Lot 603),Viên nang,436290
T02110,Giảm Đau 1000 IU (Viên nén - Lot 730),Giam Dau 1000 IU (Vien nen - Lot 730),Viên nén,120610
T02111,Omeprazole 100 mg (Stada - Lot 188),Omeprazole 100 mg (Stada - Lot 188),Hộp,314630
T02112,Prednisolone 500 mg (Mekophar - Lot 144),Prednisolone 500 mg (Mekophar - Lot 144),Ống tiêm,478370
T02113,Loratadine 10 mg (Mekophar - Lot 964),Loratadine 10 mg (Mekophar - Lot 964),Viên nén,175500
T02114,Loratadine 1000 IU (Mekophar - Lot 404),Loratadine 1000 IU (Mekophar - Lot 404),Chai,364280
T02115,Levothyroxine 1000 IU (Viên nén - Lot 644),Levothyroxine 1000 IU (Vien nen - Lot 644),Viên nén,83080
T02116,Chống Viêm 100 mg (Domesco - Lot 858),Chong Viem 100 mg (Domesco - Lot 858),Viên nén,411080
T02117,Paracetamol 500 mg (Domesco - Lot 600),Paracetamol 500 mg (Domesco - Lot 600),Gói,224040
T02118,Levothyroxine 250 mg (Stada - Lot 953),Levothyroxine 250 mg (Stada - Lot 953),Viên nang,139550
T02119,Ibuprofen 100 mg (Mekophar - Lot 440),Ibuprofen 100 mg (Mekophar - Lot 440),Ống tiêm,314160
T02120,Atorvastatin 10 mg (Domesco - Lot 184),Atorvastatin 10 mg (Domesco - Lot 184),Viên nén,283820
T02121,Fluconazole 250 mg (Stada - Lot 517),Fluconazole 250 mg (Stada - Lot 517),Viên nén,204880
T02122,Furosemide 500 mg (Domesco - Lot 802),Furosemide 500 mg (Domesco - Lot 802),Ống tiêm,389640
T02123,Omeprazole 10 mg (Domesco - Lot 916),Omeprazole 10 mg (Domesco - Lot 916),Gói,87910
T02124,Furosemide 5 mg (Mekophar - Lot 905),Furosemide 5 mg (Mekophar - Lot 905),Hộp,112030
T02125,Vitamin C 500 mg (Domesco - Lot 172),Vitamin C 500 mg (Domesco - Lot 172),Hộp,263780
T02126,Amoxicillin 250 mg (Stada - Lot 742),Amoxicillin 250 mg (Stada - Lot 742),Hộp,95920
T02127,Diazepam 1000 IU (Domesco - Lot 230),Diazepam 1000 IU (Domesco - Lot 230),Gói,359820
T02128,Diclofenac 250 mg (Stada - Lot 806),Diclofenac 250 mg (Stada - Lot 806),Hộp,114810
T02129,Captopril 500 mg (Stada - Lot 531),Captopril 500 mg (Stada - Lot 531),Viên nén,157870
T02130,Ibuprofen 5 mg (Domesco - Lot 357),Ibuprofen 5 mg (Domesco - Lot 357),Viên nén,311620
T02131,Amoxicillin 5 mg (Stada - Lot 842),Amoxicillin 5 mg (Stada - Lot 842),Viên nén,161240
T02132,Fluconazole 100 mg (Domesco - Lot 357),Fluconazole 100 mg (Domesco - Lot 357),Tuýp,54330
T02133,Pantoprazole 5 ml (Mekophar - Lot 821),Pantoprazole 5 ml (Mekophar - Lot 821),Gói,441960
T02134,Atorvastatin 5 mg (Mekophar - Lot 710),Atorvastatin 5 mg (Mekophar - Lot 710),Viên nén,287920
T02135,Vitamin C 5 mg (Viên nén - Lot 205),Vitamin C 5 mg (Vien nen - Lot 205),Tuýp,31490
T02136,Chống Viêm 10 mg (Domesco - Lot 681),Chong Viem 10 mg (Domesco - Lot 681),Viên nang,141420
T02137,Prednisolone 250 mg (Viên nén - Lot 179),Prednisolone 250 mg (Vien nen - Lot 179),Viên nén,158530
T02138,Diclofenac 250 mg (Domesco - Lot 469),Diclofenac 250 mg (Domesco - Lot 469),Hộp,196810
T02139,Hạ Sốt 100 mg (Stada - Lot 427),Ha Sot 100 mg (Stada - Lot 427),Hộp,428170
T02140,Metformin 5 mg (Mekophar - Lot 323),Metformin 5 mg (Mekophar - Lot 323),Viên nang,270600
T02141,Chống Viêm 5 ml (Mekophar - Lot 998),Chong Viem 5 ml (Mekophar - Lot 998),Hộp,265230
T02142,Vitamin C 1000 IU (Mekophar - Lot 567),Vitamin C 1000 IU (Mekophar - Lot 567),Tuýp,124770
T02143,Cefuroxim 5 mg (Domesco - Lot 350),Cefuroxim 5 mg (Domesco - Lot 350),Ống tiêm,54810
T02144,Giảm Đau 500 mg (Viên nén - Lot 485),Giam Dau 500 mg (Vien nen - Lot 485),Hộp,10670
T02145,Paracetamol 500 mg (Viên nén - Lot 825),Paracetamol 500 mg (Vien nen - Lot 825),Tuýp,204490
T02146,Paracetamol 500 mg (Viên nén - Lot 528),Paracetamol 500 mg (Vien nen - Lot 528),Gói,344740
T02147,Cefuroxim 5 ml (Viên nén - Lot 457),Cefuroxim 5 ml (Vien nen - Lot 457),Tuýp,83540
T02148,Pantoprazole 5 ml (Viên nén - Lot 145),Pantoprazole 5 ml (Vien nen - Lot 145),Ống tiêm,457600
T02149,Pantoprazole 10 mg (Viên nén - Lot 722),Pantoprazole 10 mg (Vien nen - Lot 722),Hộp,470740
T02150,Levothyroxine 10 mg (Stada - Lot 165),Levothyroxine 10 mg (Stada - Lot 165),Gói,216160
T02151,Omeprazole 5 ml (Domesco - Lot 136),Omeprazole 5 ml (Domesco - Lot 136),Viên nang,481460
T02152,Losartan 1000 IU (Domesco - Lot 532),Losartan 1000 IU (Domesco - Lot 532),Chai,448550
T02153,Levothyroxine 250 mg (Viên nén - Lot 515),Levothyroxine 250 mg (Vien nen - Lot 515),Tuýp,339820
T02154,Chống Viêm 100 mg (Viên nén - Lot 431),Chong Viem 100 mg (Vien nen - Lot 431),Hộp,147710
T02155,Fluconazole 500 mg (Viên nén - Lot 666),Fluconazole 500 mg (Vien nen - Lot 666),Ống tiêm,461390
T02156,Ibuprofen 100 mg (Mekophar - Lot 956),Ibuprofen 100 mg (Mekophar - Lot 956),Viên nang,59290
T02157,Giảm Đau 100 mg (Domesco - Lot 828),Giam Dau 100 mg (Domesco - Lot 828),Gói,126980
T02158,Omeprazole 1000 IU (Stada - Lot 313),Omeprazole 1000 IU (Stada - Lot 313),Chai,82010
T02159,Doxycycline 1000 IU (Mekophar - Lot 205),Doxycycline 1000 IU (Mekophar - Lot 205),Ống tiêm,40390
T02160,Losartan 10 mg (Stada - Lot 811),Losartan 10 mg (Stada - Lot 811),Tuýp,6680
T02161,Doxycycline 1000 IU (Domesco - Lot 607),Doxycycline 1000 IU (Domesco - Lot 607),Chai,68440
T02162,Fluconazole 100 mg (Domesco - Lot 984),Fluconazole 100 mg (Domesco - Lot 984),Hộp,198150
T02163,Fluconazole 500 mg (Viên nén - Lot 792),Fluconazole 500 mg (Vien nen - Lot 792),Hộp,295000
T02164,Paracetamol 10 mg (Stada - Lot 545),Paracetamol 10 mg (Stada - Lot 545),Viên nén,425930
T02165,Diazepam 250 mg (Mekophar - Lot 168),Diazepam 250 mg (Mekophar - Lot 168),Gói,425550
T02166,Giảm Đau 250 mg (Domesco - Lot 375),Giam Dau 250 mg (Domesco - Lot 375),Chai,354120
T02167,Losartan 1000 IU (Mekophar - Lot 658),Losartan 1000 IU (Mekophar - Lot 658),Viên nang,198640
T02168,Chống Viêm 250 mg (Mekophar - Lot 295),Chong Viem 250 mg (Mekophar - Lot 295),Hộp,116920
T02169,Losartan 1000 IU (Domesco - Lot 555),Losartan 1000 IU (Domesco - Lot 555),Gói,315630
T02170,Diclofenac 5 ml (Stada - Lot 272),Diclofenac 5 ml (Stada - Lot 272),Viên nén,97160
T02171,Fluconazole 500 mg (Domesco - Lot 839),Fluconazole 500 mg (Domesco - Lot 839),Gói,348830
T02172,Furosemide 5 mg (Mekophar - Lot 412),Furosemide 5 mg (Mekophar - Lot 412),Hộp,397050
T02173,Omeprazole 10 mg (Domesco - Lot 268),Omeprazole 10 mg (Domesco - Lot 268),Ống tiêm,208710
T02174,Levothyroxine 5 ml (Domesco - Lot 163),Levothyroxine 5 ml (Domesco - Lot 163),Gói,416760
T02175,Levothyroxine 250 mg (Stada - Lot 148),Levothyroxine 250 mg (Stada - Lot 148),Tuýp,147920
T02176,Captopril 5 ml (Viên nén - Lot 563),Captopril 5 ml (Vien nen - Lot 563),Viên nén,369160
T02177,Captopril 250 mg (Stada - Lot 846),Captopril 250 mg (Stada - Lot 846),Viên nang,184740
T02178,Hạ Sốt 100 mg (Viên nén - Lot 243),Ha Sot 100 mg (Vien nen - Lot 243),Tuýp,29000
T02179,Giảm Đau 5 ml (Mekophar - Lot 595),Giam Dau 5 ml (Mekophar - Lot 595),Tuýp,481910
T02180,Pantoprazole 5 ml (Domesco - Lot 911),Pantoprazole 5 ml (Domesco - Lot 911),Ống tiêm,204110
T02181,Fluconazole 1000 IU (Stada - Lot 588),Fluconazole 1000 IU (Stada - Lot 588),Tuýp,147500
T02182,Chống Viêm 5 mg (Viên nén - Lot 164),Chong Viem 5 mg (Vien nen - Lot 164),Gói,60520
T02183,Doxycycline 1000 IU (Stada - Lot 555),Doxycycline 1000 IU (Stada - Lot 555),Tuýp,229870
T02184,Giảm Đau 1000 IU (Viên nén - Lot 557),Giam Dau 1000 IU (Vien nen - Lot 557),Ống tiêm,446460
T02185,Hạ Sốt 500 mg (Domesco - Lot 293),Ha Sot 500 mg (Domesco - Lot 293),Gói,498530
T02186,Furosemide 1000 IU (Stada - Lot 497),Furosemide 1000 IU (Stada - Lot 497),Hộp,255310
T02187,Levothyroxine 100 mg (Domesco - Lot 649),Levothyroxine 100 mg (Domesco - Lot 649),Ống tiêm,120060
T02188,Paracetamol 10 mg (Viên nén - Lot 303),Paracetamol 10 mg (Vien nen - Lot 303),Tuýp,72810
T02189,Hạ Sốt 100 mg (Domesco - Lot 860),Ha Sot 100 mg (Domesco - Lot 860),Gói,196690
T02190,Amoxicillin 5 mg (Domesco - Lot 617),Amoxicillin 5 mg (Domesco - Lot 617),Ống tiêm,365480
T02191,Doxycycline 250 mg (Stada - Lot 949),Doxycycline 250 mg (Stada - Lot 949),Viên nén,348460
T02192,Fluconazole 10 mg (Domesco - Lot 579),Fluconazole 10 mg (Domesco - Lot 579),Gói,284160
T02193,Pantoprazole 10 mg (Mekophar - Lot 950),Pantoprazole 10 mg (Mekophar - Lot 950),Viên nang,168480
T02194,Pantoprazole 10 mg (Mekophar - Lot 618),Pantoprazole 10 mg (Mekophar - Lot 618),Tuýp,406100
T02195,Furosemide 250 mg (Viên nén - Lot 800),Furosemide 250 mg (Vien nen - Lot 800),Viên nén,142900
T02196,Cefuroxim 1000 IU (Stada - Lot 187),Cefuroxim 1000 IU (Stada - Lot 187),Tuýp,147630
T02197,Paracetamol 1000 IU (Domesco - Lot 991),Paracetamol 1000 IU (Domesco - Lot 991),Gói,243930
T02198,Pantoprazole 5 mg (Mekophar - Lot 582),Pantoprazole 5 mg (Mekophar - Lot 582),Ống tiêm,343130
T02199,Levothyroxine 500 mg (Stada - Lot 832),Levothyroxine 500 mg (Stada - Lot 832),Hộp,301100
T02200,Levothyroxine 5 mg (Stada - Lot 128),Levothyroxine 5 mg (Stada - Lot 128),Viên nang,496270
T02201,Losartan 5 ml (Domesco - Lot 671),Losartan 5 ml (Domesco - Lot 671),Hộp,106120
T02202,Cefuroxim 500 mg (Stada - Lot 963),Cefuroxim 500 mg (Stada - Lot 963),Hộp,119180
T02203,Paracetamol 1000 IU (Stada - Lot 408),Paracetamol 1000 IU (Stada - Lot 408),Viên nén,314510
T02204,Omeprazole 1000 IU (Mekophar - Lot 275),Omeprazole 1000 IU (Mekophar - Lot 275),Ống tiêm,11780
T02205,Prednisolone 5 mg (Domesco - Lot 981),Prednisolone 5 mg (Domesco - Lot 981),Chai,116420
T02206,Loratadine 5 mg (Viên nén - Lot 202),Loratadine 5 mg (Vien nen - Lot 202),Ống tiêm,227570
T02207,Prednisolone 500 mg (Stada - Lot 377),Prednisolone 500 mg (Stada - Lot 377),Viên nang,363390
T02208,Levothyroxine 5 ml (Domesco - Lot 867),Levothyroxine 5 ml (Domesco - Lot 867),Gói,274730
T02209,Amoxicillin 500 mg (Stada - Lot 142),Amoxicillin 500 mg (Stada - Lot 142),Ống tiêm,304280
T02210,Giảm Đau 5 ml (Domesco - Lot 680),Giam Dau 5 ml (Domesco - Lot 680),Hộp,321850
T02211,Captopril 100 mg (Domesco - Lot 586),Captopril 100 mg (Domesco - Lot 586),Hộp,389960
T02212,Omeprazole 100 mg (Viên nén - Lot 918),Omeprazole 100 mg (Vien nen - Lot 918),Hộp,263340
T02213,Furosemide 500 mg (Stada - Lot 215),Furosemide 500 mg (Stada - Lot 215),Hộp,162430
T02214,Fluconazole 500 mg (Domesco - Lot 380),Fluconazole 500 mg (Domesco - Lot 380),Chai,129180
T02215,Diazepam 100 mg (Viên nén - Lot 960),Diazepam 100 mg (Vien nen - Lot 960),Gói,161540
T02216,Vitamin C 5 mg (Domesco - Lot 548),Vitamin C 5 mg (Domesco - Lot 548),Tuýp,437700
T02217,Diclofenac 5 mg (Viên nén - Lot 469),Diclofenac 5 mg (Vien nen - Lot 469),Viên nén,31160
T02218,Atorvastatin 250 mg (Stada - Lot 108),Atorvastatin 250 mg (Stada - Lot 108),Gói,358330
T02219,Doxycycline 10 mg (Domesco - Lot 916),Doxycycline 10 mg (Domesco - Lot 916),Tuýp,310500
T02220,Captopril 5 ml (Mekophar - Lot 409),Captopril 5 ml (Mekophar - Lot 409),Viên nang,78660
T02221,Paracetamol 1000 IU (Stada - Lot 677),Paracetamol 1000 IU (Stada - Lot 677),Viên nén,415810
T02222,Ibuprofen 5 mg (Stada - Lot 661),Ibuprofen 5 mg (Stada - Lot 661),Ống tiêm,370030
T02223,Prednisolone 5 ml (Mekophar - Lot 444),Prednisolone 5 ml (Mekophar - Lot 444),Viên nén,83410
T02224,Paracetamol 1000 IU (Viên nén - Lot 783),Paracetamol 1000 IU (Vien nen - Lot 783),Gói,443000
T02225,Pantoprazole 10 mg (Mekophar - Lot 336),Pantoprazole 10 mg (Mekophar - Lot 336),Hộp,375420
T02226,Fluconazole 250 mg (Viên nén - Lot 661),Fluconazole 250 mg (Vien nen - Lot 661),Gói,410950
T02227,Giảm Đau 100 mg (Domesco - Lot 185),Giam Dau 100 mg (Domesco - Lot 185),Hộp,309960
T02228,Hạ Sốt 5 mg (Domesco - Lot 614),Ha Sot 5 mg (Domesco - Lot 614),Hộp,271890
T02229,Giảm Đau 10 mg (Mekophar - Lot 180),Giam Dau 10 mg (Mekophar - Lot 180),Viên nén,241050
T02230,Cefuroxim 5 ml (Mekophar - Lot 773),Cefuroxim 5 ml (Mekophar - Lot 773),Chai,431550
T02231,Doxycycline 10 mg (Mekophar - Lot 614),Doxycycline 10 mg (Mekophar - Lot 614),Chai,450040
T02232,Diclofenac 100 mg (Viên nén - Lot 118),Diclofenac 100 mg (Vien nen - Lot 118),Tuýp,487910
T02233,Vitamin C 5 mg (Domesco - Lot 242),Vitamin C 5 mg (Domesco - Lot 242),Viên nang,434750
T02234,Losartan 1000 IU (Mekophar - Lot 386),Losartan 1000 IU (Mekophar - Lot 386),Tuýp,492210
T02235,Diazepam 5 mg (Stada - Lot 130),Diazepam 5 mg (Stada - Lot 130),Hộp,137110
T02236,Vitamin C 10 mg (Mekophar - Lot 198),Vitamin C 10 mg (Mekophar - Lot 198),Viên nén,499910
T02237,Metformin 100 mg (Stada - Lot 736),Metformin 100 mg (Stada - Lot 736),Tuýp,311430
T02238,Diclofenac 10 mg (Domesco - Lot 230),Diclofenac 10 mg (Domesco - Lot 230),Chai,100040
T02239,Ibuprofen 5 ml (Stada - Lot 367),Ibuprofen 5 ml (Stada - Lot 367),Hộp,31250
T02240,Chống Viêm 100 mg (Mekophar - Lot 906),Chong Viem 100 mg (Mekophar - Lot 906),Chai,205350
T02241,Loratadine 5 ml (Viên nén - Lot 673),Loratadine 5 ml (Vien nen - Lot 673),Viên nang,311070
T02242,Diclofenac 10 mg (Domesco - Lot 242),Diclofenac 10 mg (Domesco - Lot 242),Viên nén,95470
T02243,Diclofenac 500 mg (Stada - Lot 421),Diclofenac 500 mg (Stada - Lot 421),Tuýp,20660
T02244,Diclofenac 100 mg (Stada - Lot 668),Diclofenac 100 mg (Stada - Lot 668),Hộp,385860
T02245,Vitamin C 10 mg (Domesco - Lot 148),Vitamin C 10 mg (Domesco - Lot 148),Viên nang,371690
T02246,Vitamin C 5 mg (Mekophar - Lot 142),Vitamin C 5 mg (Mekophar - Lot 142),Viên nang,192960
T02247,Loratadine 1000 IU (Viên nén - Lot 132),Loratadine 1000 IU (Vien nen - Lot 132),Viên nén,18650
T02248,Losartan 10 mg (Domesco - Lot 427),Losartan 10 mg (Domesco - Lot 427),Hộp,284700
T02249,Metformin 10 mg (Domesco - Lot 739),Metformin 10 mg (Domesco - Lot 739),Chai,485220
T02250,Atorvastatin 5 mg (Mekophar - Lot 410),Atorvastatin 5 mg (Mekophar - Lot 410),Viên nang,110440
T02251,Aspirin 10 mg (Stada - Lot 867),Aspirin 10 mg (Stada - Lot 867),Viên nang,112610
T02252,Vitamin C 250 mg (Domesco - Lot 405),Vitamin C 250 mg (Domesco - Lot 405),Hộp,462950
T02253,Omeprazole 5 ml (Domesco - Lot 598),Omeprazole 5 ml (Domesco - Lot 598),Chai,233430
T02254,Prednisolone 1000 IU (Stada - Lot 572),Prednisolone 1000 IU (Stada - Lot 572),Viên nén,183290
T02255,Furosemide 250 mg (Domesco - Lot 108),Furosemide 250 mg (Domesco - Lot 108),Gói,397000
T02256,Paracetamol 1000 IU (Viên nén - Lot 226),Paracetamol 1000 IU (Vien nen - Lot 226),Ống tiêm,56160
T02257,Metformin 100 mg (Stada - Lot 269),Metformin 100 mg (Stada - Lot 269),Tuýp,42160
T02258,Atorvastatin 10 mg (Mekophar - Lot 538),Atorvastatin 10 mg (Mekophar - Lot 538),Viên nang,275380
T02259,Metformin 5 ml (Viên nén - Lot 215),Metformin 5 ml (Vien nen - Lot 215),Ống tiêm,338020
T02260,Pantoprazole 100 mg (Stada - Lot 198),Pantoprazole 100 mg (Stada - Lot 198),Viên nén,251060
T02261,Loratadine 5 ml (Viên nén - Lot 110),Loratadine 5 ml (Vien nen - Lot 110),Viên nén,300410
T02262,Omeprazole 500 mg (Mekophar - Lot 775),Omeprazole 500 mg (Mekophar - Lot 775),Tuýp,304470
T02263,Doxycycline 10 mg (Stada - Lot 934),Doxycycline 10 mg (Stada - Lot 934),Hộp,174950
T02264,Omeprazole 10 mg (Viên nén - Lot 880),Omeprazole 10 mg (Vien nen - Lot 880),Hộp,275240
T02265,Aspirin 250 mg (Domesco - Lot 463),Aspirin 250 mg (Domesco - Lot 463),Viên nang,353910
T02266,Amoxicillin 5 ml (Viên nén - Lot 562),Amoxicillin 5 ml (Vien nen - Lot 562),Chai,245910
T02267,Furosemide 100 mg (Stada - Lot 216),Furosemide 100 mg (Stada - Lot 216),Hộp,99110
T02268,Metformin 10 mg (Mekophar - Lot 810),Metformin 10 mg (Mekophar - Lot 810),Chai,458330
T02269,Furosemide 5 mg (Domesco - Lot 113),Furosemide 5 mg (Domesco - Lot 113),Ống tiêm,356360
T02270,Losartan 500 mg (Viên nén - Lot 485),Losartan 500 mg (Vien nen - Lot 485),Tuýp,307700
T02271,Levothyroxine 1000 IU (Domesco - Lot 315),Levothyroxine 1000 IU (Domesco - Lot 315),Viên nén,123680
T02272,Cefuroxim 5 mg (Domesco - Lot 970),Cefuroxim 5 mg (Domesco - Lot 970),Ống tiêm,88120
T02273,Giảm Đau 5 mg (Mekophar - Lot 900),Giam Dau 5 mg (Mekophar - Lot 900),Chai,52840
T02274,Diazepam 500 mg (Domesco - Lot 331),Diazepam 500 mg (Domesco - Lot 331),Viên nang,418250
T02275,Metformin 100 mg (Domesco - Lot 868),Metformin 100 mg (Domesco - Lot 868),Ống tiêm,102670
T02276,Aspirin 10 mg (Mekophar - Lot 410),Aspirin 10 mg (Mekophar - Lot 410),Tuýp,496090
T02277,Pantoprazole 100 mg (Viên nén - Lot 925),Pantoprazole 100 mg (Vien nen - Lot 925),Viên nén,67860
T02278,Giảm Đau 10 mg (Domesco - Lot 122),Giam Dau 10 mg (Domesco - Lot 122),Viên nén,250990
T02279,Atorvastatin 5 ml (Domesco - Lot 710),Atorvastatin 5 ml (Domesco - Lot 710),Viên nén,223390
T02280,Fluconazole 5 ml (Domesco - Lot 355),Fluconazole 5 ml (Domesco - Lot 355),Chai,109440
T02281,Captopril 10 mg (Stada - Lot 489),Captopril 10 mg (Stada - Lot 489),Viên nén,132390
T02282,Prednisolone 10 mg (Stada - Lot 194),Prednisolone 10 mg (Stada - Lot 194),Gói,478690
T02283,Giảm Đau 5 ml (Viên nén - Lot 280),Giam Dau 5 ml (Vien nen - Lot 280),Hộp,107990
T02284,Atorvastatin 10 mg (Mekophar - Lot 356),Atorvastatin 10 mg (Mekophar - Lot 356),Viên nang,158410
T02285,Doxycycline 5 ml (Domesco - Lot 787),Doxycycline 5 ml (Domesco - Lot 787),Viên nén,219750
T02286,Paracetamol 10 mg (Stada - Lot 567),Paracetamol 10 mg (Stada - Lot 567),Tuýp,452100
T02287,Omeprazole 1000 IU (Viên nén - Lot 746),Omeprazole 1000 IU (Vien nen - Lot 746),Chai,369550
T02288,Prednisolone 10 mg (Mekophar - Lot 995),Prednisolone 10 mg (Mekophar - Lot 995),Viên nén,256400
T02289,Metformin 5 mg (Stada - Lot 140),Metformin 5 mg (Stada - Lot 140),Viên nén,251690
T02290,Atorvastatin 250 mg (Viên nén - Lot 128),Atorvastatin 250 mg (Vien nen - Lot 128),Gói,264390
T02291,Vitamin C 100 mg (Stada - Lot 118),Vitamin C 100 mg (Stada - Lot 118),Tuýp,277580
T02292,Ibuprofen 10 mg (Mekophar - Lot 455),Ibuprofen 10 mg (Mekophar - Lot 455),Chai,315700
T02293,Cefuroxim 100 mg (Viên nén - Lot 994),Cefuroxim 100 mg (Vien nen - Lot 994),Tuýp,29300
T02294,Captopril 5 mg (Viên nén - Lot 763),Captopril 5 mg (Vien nen - Lot 763),Tuýp,283260
T02295,Omeprazole 500 mg (Stada - Lot 187),Omeprazole 500 mg (Stada - Lot 187),Ống tiêm,273130
T02296,Omeprazole 100 mg (Stada - Lot 867),Omeprazole 100 mg (Stada - Lot 867),Chai,74750
T02297,Fluconazole 1000 IU (Viên nén - Lot 172),Fluconazole 1000 IU (Vien nen - Lot 172),Ống tiêm,77100
T02298,Giảm Đau 250 mg (Mekophar - Lot 866),Giam Dau 250 mg (Mekophar - Lot 866),Viên nén,385100
T02299,Hạ Sốt 250 mg (Stada - Lot 713),Ha Sot 250 mg (Stada - Lot 713),Viên nén,183790
T02300,Losartan 5 mg (Domesco - Lot 863),Losartan 5 mg (Domesco - Lot 863),Hộp,196330
T02301,Metformin 100 mg (Viên nén - Lot 194),Metformin 100 mg (Vien nen - Lot 194),Chai,492230
T02302,Loratadine 250 mg (Viên nén - Lot 855),Loratadine 250 mg (Vien nen - Lot 855),Ống tiêm,14320
T02303,Omeprazole 5 mg (Mekophar - Lot 196),Omeprazole 5 mg (Mekophar - Lot 196),Gói,194100
T02304,Ibuprofen 5 mg (Domesco - Lot 693),Ibuprofen 5 mg (Domesco - Lot 693),Viên nén,141130
T02305,Doxycycline 500 mg (Mekophar - Lot 650),Doxycycline 500 mg (Mekophar - Lot 650),Tuýp,318310
T02306,Paracetamol 100 mg (Stada - Lot 911),Paracetamol 100 mg (Stada - Lot 911),Tuýp,125570
